Machine Name,id,parent_id,field_weight,nid,field_member_of,field_model,file,field_add_coverpage,title,field_full_title,published,field_linked_agent.name,field_linked_agent.rel_type,field_linked_agent.vid,field_linked_agent.entity.field_identifier.attr0=orcid,field_linked_agent.entity.field_contributor_status,field_linked_agent.entity.field_email,field_linked_agent.entity.field_relationships,field_department_name,field_resource_type,field_genre,field_edtf_date_issued,field_date_season,field_edtf_date_captured,field_edtf_date_embargo,field_publisher,field_edition,field_language,field_physical_form,field_media_type,field_extent.attr0=page,field_extent.attr0=dimensions,field_extent.attr0=bytes,field_extent.attr0=minutes,field_digital_origin,field_abstract.attr0=description,field_abstract.attr0=abstract,field_note.attr0=preferred-citation,field_note.attr0=capture-device,field_note.attr0=ppi,field_note.attr0=collection,field_note.attr0=box,field_note.attr0=series,field_note.attr0=folder,field_local_restriction,field_subject_lcsh,field_keywords,field_subjects_name,field_geographic_subject.vid=geographic_naf,field_geographic_subject.vid=geographic_local,field_subject_hierarchical_geo,field_related_item.title,field_related_item.identifier_type=issn,field_part_detail.attr0=voume,field_part_detail.attr0=issue,field_part_detail.attr0=page,field_identifier.attr0=doi,field_identifier.attr0=uri,field_identifier.attr0=call-number,field_identifier.attr0=report-number,field_rights,field_access
,900165,900138,027,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_027.tif,No,[Inside back cover],[Inside back cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900166,900138,028,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_028.tif,No,[Back cover],[Back cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900167,,,,990000,Paged Content,,No,"Example Gazette (volume 1, no.7)","Example Gazette (volume 1, no.7)",Yes,Example Historical Society,relators:cre|Creator,Corporate Body,,,,,,Text,newsletters,2002-03,,2024-03-04,,Exampleville : Example Historical Society 2001-2002,,English,booklets,image/tiff,28,23 cm.,,,reformatted digital,,,,Example Scanner A1,300,,,,,,Community history. ; Newsletters. ; Periodicals.,,,Exampleville (Imaginary place),,http://vocab.getty.edu/page/tgn/999999999,,,1,7,,,https://catalog.example.invalid/Record/00000000001,TEST G123 V1N7,,NO COPYRIGHT - UNITED STATES,
,900168,900167,001,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_001.tif,No,[Front cover],[Front cover],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900169,900167,002,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_002.tif,No,[Inside front cover],[Inside front cover],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900170,900167,003,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_003.tif,No,[Page 1],[Page 1],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900171,900167,004,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_004.tif,No,[Page 2],[Page 2],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900172,900167,005,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_005.tif,No,[Page 3],[Page 3],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900173,900167,006,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_006.tif,No,[Page 4],[Page 4],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900174,900167,007,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_007.tif,No,[Page 5],[Page 5],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900175,900167,008,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_008.tif,No,[Page 6],[Page 6],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900176,900167,009,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_009.tif,No,[Page 7],[Page 7],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900177,900167,010,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_010.tif,No,[Page 8],[Page 8],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900178,900167,011,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_011.tif,No,[Page 9],[Page 9],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900179,900167,012,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_012.tif,No,[Page 10],[Page 10],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900180,900167,013,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_013.tif,No,[Page 11],[Page 11],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900181,900167,014,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_014.tif,No,[Page 12],[Page 12],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900182,900167,015,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_015.tif,No,[Page 13],[Page 13],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900183,900167,016,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_016.tif,No,[Page 14],[Page 14],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900184,900167,017,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_017.tif,No,[Page 15],[Page 15],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900185,900167,018,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_018.tif,No,[Page 16],[Page 16],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900186,900167,019,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_019.tif,No,[Page 17],[Page 17],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900187,900167,020,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_020.tif,No,[Page 18],[Page 18],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900188,900167,021,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_021.tif,No,[Page 19],[Page 19],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900189,900167,022,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_022.tif,No,[Page 20],[Page 20],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900190,900167,023,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_023.tif,No,[Page 21],[Page 21],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900191,900167,024,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_024.tif,No,[Page 22],[Page 22],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900192,900167,025,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_025.tif,No,[Page 23],[Page 23],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900193,900167,026,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_026.tif,No,[Page 24],[Page 24],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900194,900167,027,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_027.tif,No,[Inside back cover],[Inside back cover],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900195,900167,028,,,Page,Example-Gazette\Example-Gazette-2002-03\Example-Gazette-2002-03_028.tif,No,[Back cover],[Back cover],Yes,,,,,,,,,Text,,,,2024-03-04,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
